UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
1877,M11876,M,298.9,308.7,1810,32.7,74,0
1878,M11877,M,299.6,309.3,1657,55.8,114,0
1879,M11878,L,296.6,306.9,1555,59.9,186,0
1880,M11879,H,298.4,307.8,1421,43.8,11,0
1881,M11880,L,301.9,312.0,1535,42.8,198,0
1882,M11881,L,303.2,312.9,1832,30.5,51,0
1883,M11882,L,297.5,307.2,1694,29.4,192,0
1884,M11883,H,298.8,308.9,1575,42.9,158,0
1885,M11884,L,299.9,310.0,1704,54.4,86,0
1886,M11885,H,300.6,311.3,1637,34.6,183,0
1887,M11886,H,298.4,308.3,1610,61.9,60,1
1888,M11887,L,300.8,310.5,1715,34.0,56,0
1889,M11888,H,299.1,308.9,1632,42.3,16,0
1890,M11889,L,300.0,309.3,1693,42.3,99,0
1891,M11890,L,301.1,310.7,1568,39.0,25,0
1892,M11891,M,300.0,312.0,1494,19.8,106,0
1893,M11892,M,299.1,308.2,1441,33.9,2,0
1894,M11893,L,299.8,309.5,1420,42.0,39,0
1895,M11894,M,299.8,309.4,1252,39.0,236,0
1896,M11895,L,299.3,309.0,1376,46.3,201,0
1897,M11896,L,299.5,309.2,1371,47.5,60,0
1898,M11897,M,303.2,313.5,1448,37.6,182,0
1899,M11898,M,301.1,309.4,1819,30.5,169,0
1900,M11899,L,299.4,310.4,1511,55.3,45,0
1901,M11900,M,301.4,312.0,1582,26.6,94,0
1902,M11901,L,299.3,308.1,1588,34.1,231,0
1903,M11902,M,302.3,310.1,1823,31.6,187,0
1904,M11903,L,300.7,309.8,1436,47.4,192,0
1905,M11904,L,299.8,309.5,1499,53.0,143,0
1906,M11905,H,300.9,313.5,1520,38.3,168,0
1907,M11906,M,296.9,307.4,1742,42.3,129,0
1908,M11907,L,297.7,305.9,1780,44.2,187,0
1909,M11908,H,297.6,306.9,1624,57.9,185,0
1910,M11909,L,300.3,310.2,1760,22.4,8,0
1911,M11910,L,303.5,313.7,1571,47.4,160,0
1912,M11911,M,304.5,313.1,1508,43.7,159,0
1913,M11912,L,301.3,311.1,1750,36.3,17,0
1914,M11913,H,301.0,310.3,1626,43.2,104,0
1915,M11914,L,296.4,305.3,1407,47.3,227,0
1916,M11915,L,298.9,309.2,1718,45.8,241,0
1917,M11916,L,298.4,309.2,1502,61.4,198,0
1918,M11917,H,298.8,309.6,1480,41.3,38,0
1919,M11918,H,299.7,310.2,1699,40.3,95,1
1920,M11919,H,299.1,308.6,1523,38.2,46,0
1921,M11920,L,296.0,306.8,1609,45.5,165,0
1922,M11921,M,301.5,311.8,1657,39.7,196,0
1923,M11922,L,297.9,308.0,1399,40.1,224,0
1924,M11923,L,300.5,309.9,1608,40.2,218,0
1925,M11924,L,304.1,313.7,1781,38.7,25,0
1926,M11925,M,298.2,308.2,1368,34.0,32,0
1927,M11926,L,294.9,307.4,1620,44.1,230,0
1928,M11927,M,299.4,309.7,1391,37.2,213,0
1929,M11928,H,302.2,311.6,1722,46.1,116,0
1930,M11929,L,303.9,313.1,1720,41.1,109,0
1931,M11930,L,297.5,307.0,1476,36.2,140,0
1932,M11931,L,301.0,313.2,1935,55.5,151,0
1933,M11932,H,299.1,308.7,1737,39.0,64,0
1934,M11933,M,299.8,310.7,1666,46.2,102,0
1935,M11934,M,305.3,314.9,1655,33.1,157,0
1936,M11935,M,297.0,307.3,1715,19.9,52,0
1937,M11936,M,300.5,311.3,1361,34.4,253,0
1938,M11937,M,300.9,310.4,1574,18.8,72,0
1939,M11938,L,302.2,311.5,1608,37.7,140,0
1940,M11939,M,300.2,311.9,1467,54.5,140,0
1941,M11940,H,300.6,311.6,1622,31.0,114,0
1942,M11941,M,299.2,310.0,1759,19.2,61,0
1943,M11942,H,300.5,311.3,1464,54.9,143,0
1944,M11943,L,299.3,309.8,1529,35.3,23,0
1945,M11944,L,301.2,313.3,1392,39.8,98,0
1946,M11945,L,299.3,309.3,1219,47.8,57,0
1947,M11946,L,300.8,311.3,1678,45.2,31,0
1948,M11947,M,299.9,308.5,1534,47.4,234,0
1949,M11948,H,302.3,311.4,1548,48.9,177,0
1950,M11949,L,299.9,308.7,1362,22.7,43,0
1951,M11950,H,296.5,307.7,1506,26.0,240,0
1952,M11951,H,302.5,310.0,1735,51.6,55,0
1953,M11952,H,298.2,307.8,1539,32.3,60,0
1954,M11953,L,298.7,305.7,1544,33.3,34,0
1955,M11954,L,298.8,308.0,1576,27.5,184,0
1956,M11955,L,302.7,312.3,1318,36.0,144,0
1957,M11956,L,295.7,307.1,1651,36.5,15,0
1958,M11957,L,306.3,316.7,1314,30.7,6,0
1959,M11958,H,302.1,311.3,1371,29.6,135,0
1960,M11959,M,300.4,311.5,1351,43.2,165,0
1961,M11960,L,299.9,309.9,1508,32.0,208,0
1962,M11961,H,300.6,310.6,1476,34.0,121,0
1963,M11962,L,301.0,309.8,1539,18.4,171,0
1964,M11963,H,301.3,310.3,1377,59.2,186,0
1965,M11964,L,301.1,310.3,1719,49.3,155,0
1966,M11965,M,300.2,310.2,1688,35.1,89,0
1967,M11966,M,299.6,309.7,1508,31.1,33,0
1968,M11967,M,299.7,311.2,1453,40.1,164,0
1969,M11968,M,299.6,310.0,1435,39.8,194,0
1970,M11969,L,302.3,309.6,1483,27.4,48,0
1971,M11970,L,301.2,311.4,1288,14.7,125,0
1972,M11971,H,294.1,302.7,1367,34.8,101,0
1973,M11972,L,301.3,310.3,1693,24.5,52,0
1974,M11973,H,300.4,309.6,1593,41.7,62,0
1975,M11974,M,300.0,309.3,1832,41.8,60,0
1976,M11975,M,299.2,307.8,1485,30.4,106,0
1977,M11976,H,302.2,312.5,1474,34.7,99,0
1978,M11977,M,301.9,310.5,1466,57.5,140,0
1979,M11978,M,298.5,308.8,1482,47.7,24,0
1980,M11979,H,300.8,313.1,1421,35.5,147,0
1981,M11980,L,298.1,306.7,1588,62.7,6,0
1982,M11981,H,297.2,307.0,1544,28.2,65,0
1983,M11982,L,298.7,306.2,1448,32.0,127,0
1984,M11983,M,301.7,311.4,1763,38.9,174,0
1985,M11984,H,301.9,312.5,1878,24.8,195,0
1986,M11985,M,301.0,311.7,1748,57.7,9,0
1987,M11986,L,301.5,311.5,1639,41.8,136,0
1988,M11987,L,301.0,311.9,1675,32.2,90,0
1989,M11988,L,298.7,311.3,1871,44.4,176,0
1990,M11989,M,300.9,312.6,1675,41.4,72,0
1991,M11990,M,301.6,311.1,1434,37.0,188,0
1992,M11991,M,301.5,310.1,1609,28.0,152,0
1993,M11992,H,302.4,312.0,1651,25.8,200,0
1994,M11993,L,301.4,310.5,1361,61.6,249,0
1995,M11994,L,300.7,311.2,1488,26.6,230,1
1996,M11995,L,302.1,311.0,1736,56.8,150,0
1997,M11996,L,299.9,309.9,1213,31.6,226,0
1998,M11997,L,298.2,309.1,1315,47.8,39,1
1999,M11998,L,299.7,309.6,1507,44.6,11,0
2000,M11999,M,298.5,307.6,1602,46.6,135,0
2001,M12000,L,298.6,309.8,1296,47.2,247,0
2002,M12001,L,299.7,307.8,1516,24.0,180,0
2003,M12002,M,298.4,308.1,1746,33.3,77,0
2004,M12003,H,299.4,309.3,1551,26.5,169,0
2005,M12004,M,296.2,306.2,1707,41.9,10,0
2006,M12005,L,300.4,310.6,1433,26.9,119,0
2007,M12006,L,300.0,310.6,1394,20.4,60,0
2008,M12007,L,298.4,308.3,1691,37.6,12,0
2009,M12008,L,301.3,311.0,1605,18.1,63,0
2010,M12009,H,301.9,311.5,1327,42.6,183,0
2011,M12010,H,296.8,306.2,1396,27.5,139,0
2012,M12011,L,298.5,309.3,1819,31.7,6,0
2013,M12012,H,298.5,307.8,1374,17.4,104,0
2014,M12013,M,298.1,309.0,1706,56.3,190,0
2015,M12014,H,301.7,311.7,1453,25.5,242,0
2016,M12015,M,299.6,309.1,1538,36.4,221,0
2017,M12016,L,299.5,310.1,1592,22.3,0,0
2018,M12017,L,296.0,305.3,1163,31.7,55,0
2019,M12018,L,301.3,311.9,1277,57.3,53,0
2020,M12019,M,297.5,307.7,1554,42.9,105,0
2021,M12020,H,300.1,309.5,1409,32.8,163,0
2022,M12021,M,300.6,311.1,1717,39.7,39,0
2023,M12022,L,302.7,313.3,1252,34.5,232,0
2024,M12023,M,297.4,308.5,1640,39.1,197,0
2025,M12024,L,294.0,304.9,1293,47.4,106,0
2026,M12025,H,300.4,310.9,1476,36.7,148,0
2027,M12026,L,303.6,312.5,1348,42.2,137,0
2028,M12027,M,302.5,314.9,1880,42.3,147,0
2029,M12028,L,300.4,309.0,1299,36.8,218,0
2030,M12029,L,299.0,310.0,1517,32.7,51,0
2031,M12030,M,301.6,312.0,1230,34.8,173,0
2032,M12031,M,298.1,306.9,1825,46.9,27,0
2033,M12032,L,301.0,310.8,1611,47.7,116,0
2034,M12033,M,301.0,310.9,1564,28.7,161,0
2035,M12034,L,302.1,313.4,1803,37.4,3,0
2036,M12035,H,305.5,314.8,1565,32.5,27,0
2037,M12036,M,300.8,310.5,1578,47.9,23,0
2038,M12037,L,299.0,306.6,1563,35.3,95,0
2039,M12038,L,299.9,311.7,1640,61.8,157,0
2040,M12039,L,296.5,305.4,1451,42.2,252,0
2041,M12040,L,298.6,308.9,1501,51.7,64,0
2042,M12041,M,299.2,309.1,1684,30.0,34,0
2043,M12042,L,299.0,308.9,1589,40.1,105,0
2044,M12043,L,300.3,311.1,1519,46.1,37,0
2045,M12044,L,298.4,310.0,1288,29.8,6,0
2046,M12045,M,302.2,312.5,1807,40.2,143,0
2047,M12046,M,300.0,310.7,1421,50.4,223,0
2048,M12047,M,300.0,310.3,1716,36.8,218,0
2049,M12048,H,299.3,310.4,1570,31.6,25,0
2050,M12049,L,300.3,309.8,1307,57.8,37,0
2051,M12050,L,301.7,312.7,1763,28.4,124,0
2052,M12051,H,298.3,309.4,1585,41.5,93,0
2053,M12052,L,298.7,309.8,1778,33.0,178,0
2054,M12053,H,299.4,308.7,1506,30.7,125,0
2055,M12054,L,297.3,307.1,1665,47.3,5,0
2056,M12055,M,298.4,308.6,1224,38.0,72,0
2057,M12056,L,299.0,307.7,1449,44.0,228,0
2058,M12057,H,301.7,313.3,1311,17.7,129,0
2059,M12058,M,300.5,310.5,1472,45.0,202,0
2060,M12059,L,300.4,310.7,1623,32.9,102,0
2061,M12060,M,301.7,311.1,1431,21.4,171,0
2062,M12061,L,299.7,308.4,1694,58.7,43,0
2063,M12062,L,300.8,310.2,1386,46.0,186,0
2064,M12063,L,299.8,310.0,1697,42.3,199,0
2065,M12064,L,300.5,311.2,1773,52.4,23,0
2066,M12065,M,298.8,309.0,1720,42.5,46,0
2067,M12066,H,295.1,305.5,1477,32.1,117,0
2068,M12067,M,299.7,309.4,1159,38.3,161,0
2069,M12068,M,302.8,313.3,1643,33.3,161,0
2070,M12069,M,301.9,313.3,1517,35.0,169,0
2071,M12070,H,301.9,312.6,1364,27.5,181,0
2072,M12071,L,302.5,313.3,1439,30.4,128,0
2073,M12072,M,300.2,310.5,1796,48.9,145,0
2074,M12073,L,300.4,308.9,1335,43.3,2,0
2075,M12074,M,298.8,307.7,1623,35.0,42,0
2076,M12075,L,299.4,309.8,1578,29.8,126,0
2077,M12076,L,301.2,311.2,1475,36.0,189,0
2078,M12077,L,302.4,312.8,1654,23.3,205,0
2079,M12078,H,299.7,311.4,1831,41.3,184,0
2080,M12079,L,299.1,309.8,1486,49.4,123,0
2081,M12080,M,300.0,311.3,1495,63.4,71,0
2082,M12081,H,301.2,311.3,1650,29.1,113,0
2083,M12082,L,297.1,306.3,1703,48.9,2,0
2084,M12083,M,295.4,305.3,1516,33.0,151,0
2085,M12084,L,298.9,308.1,1484,28.8,19,1
2086,M12085,M,297.6,309.1,1142,28.8,37,0
2087,M12086,H,299.0,309.8,1400,41.4,158,0
2088,M12087,L,299.7,310.2,1335,30.8,3,0
2089,M12088,L,299.1,310.3,1662,34.0,145,0
2090,M12089,L,302.9,310.9,1495,35.6,162,0
2091,M12090,L,300.7,311.2,1488,32.7,199,0
2092,M12091,M,300.6,309.3,1537,32.0,17,0
2093,M12092,H,301.2,311.2,1383,16.0,1,0
2094,M12093,L,297.7,307.4,1817,40.9,194,0
2095,M12094,L,302.1,312.7,1771,40.7,73,0
2096,M12095,L,299.8,310.1,1829,32.1,224,0
2097,M12096,H,301.3,312.7,1661,43.6,47,0
2098,M12097,L,297.9,307.3,1534,53.8,148,0
2099,M12098,L,296.9,307.6,1828,40.2,28,0
2100,M12099,M,301.6,311.8,1417,53.2,102,0
2101,M12100,L,300.8,309.1,1383,62.2,223,0
2102,M12101,L,298.2,307.3,1431,65.1,154,0
2103,M12102,L,298.3,308.1,1633,28.2,174,0
2104,M12103,H,302.3,313.4,1403,28.3,57,0
2105,M12104,L,297.6,308.1,1511,35.6,233,0
2106,M12105,L,303.3,312.1,1252,41.3,158,0
2107,M12106,M,298.2,308.1,1625,55.7,27,0
2108,M12107,L,301.3,313.3,1267,46.2,4,0
2109,M12108,M,299.3,309.5,1372,28.1,4,0
2110,M12109,L,301.2,310.9,1757,33.9,13,0
2111,M12110,L,298.9,309.4,1750,39.6,231,0
2112,M12111,L,299.7,310.4,1606,25.3,91,0
2113,M12112,H,300.1,309.6,1588,40.1,75,0
2114,M12113,H,298.0,308.5,1444,28.2,105,0
2115,M12114,H,301.5,311.2,1401,23.7,104,0
2116,M12115,H,299.0,309.7,1474,30.6,60,0
2117,M12116,H,299.5,309.7,1268,44.1,23,0
2118,M12117,L,298.0,308.5,1584,44.0,27,0
2119,M12118,M,294.9,304.1,1548,41.0,152,0
2120,M12119,L,299.6,308.8,1372,49.8,100,0
2121,M12120,L,304.8,315.8,1820,48.8,228,0
2122,M12121,H,301.6,311.5,1648,42.0,117,0
2123,M12122,L,300.0,310.2,1663,40.7,127,0
2124,M12123,L,299.5,309.2,1452,41.3,235,0
2125,M12124,H,300.0,310.9,1539,38.5,127,0
2126,M12125,M,301.1,310.5,1651,18.5,127,0
2127,M12126,L,297.6,307.5,1566,51.2,92,0
2128,M12127,L,302.2,313.0,1826,43.9,180,0
2129,M12128,M,301.4,312.6,1503,28.0,99,0
2130,M12129,M,301.4,310.9,1449,54.1,149,0
2131,M12130,M,300.9,312.8,1653,34.2,113,0
2132,M12131,L,300.0,310.4,1313,38.9,134,0
2133,M12132,L,301.3,310.3,1704,50.1,209,0
2134,M12133,M,301.2,311.6,1306,42.2,105,0
2135,M12134,H,299.3,308.9,1653,53.2,58,0
2136,M12135,L,298.9,309.3,1423,36.5,144,0
2137,M12136,L,300.2,310.2,1624,56.7,237,1
2138,M12137,M,303.1,313.2,1701,32.3,175,0
2139,M12138,L,297.5,306.6,1566,53.0,78,0
2140,M12139,M,297.1,308.1,1324,17.6,244,0
2141,M12140,L,300.3,309.2,1378,29.1,87,0
2142,M12141,M,300.1,309.0,1409,42.9,249,0
2143,M12142,M,300.3,310.7,1200,36.0,49,0
2144,M12143,L,300.5,312.1,1741,39.3,253,0
2145,M12144,H,299.6,309.2,1559,40.4,19,0
2146,M12145,L,303.0,313.7,1336,28.2,180,0
2147,M12146,L,296.8,307.9,1800,29.0,187,1
2148,M12147,L,298.3,309.2,1413,42.3,172,0
2149,M12148,H,299.8,309.5,1584,33.4,197,0
2150,M12149,H,296.7,305.6,1391,53.3,119,0
2151,M12150,L,299.6,307.4,1178,38.1,14,0
2152,M12151,L,303.3,313.1,1295,47.1,91,0
2153,M12152,L,300.0,311.2,1459,44.4,163,0
2154,M12153,M,300.5,309.3,1700,34.0,164,0
2155,M12154,H,297.5,308.2,1601,20.4,49,0
2156,M12155,M,298.8,307.8,1564,51.7,64,0
2157,M12156,H,299.2,309.4,1179,30.3,123,0
2158,M12157,M,299.4,310.1,1766,36.0,184,0
2159,M12158,L,302.6,311.9,1579,38.5,216,0
2160,M12159,H,301.1,311.3,1518,39.5,22,0
2161,M12160,L,297.8,307.4,1742,49.5,234,0
2162,M12161,L,300.5,311.2,1762,40.1,235,0
2163,M12162,H,301.0,311.2,1746,38.7,2,0
2164,M12163,H,302.3,312.3,1495,50.1,128,0
2165,M12164,L,303.2,314.7,1359,45.9,149,0
2166,M12165,L,298.0,308.6,1716,32.7,140,0
2167,M12166,L,298.4,307.7,1295,28.6,156,0
2168,M12167,L,297.5,307.4,1888,31.8,127,0
2169,M12168,M,299.5,309.5,1544,39.5,74,0
2170,M12169,H,300.9,311.0,1349,27.7,24,0
2171,M12170,H,302.0,314.5,1318,40.9,53,0
2172,M12171,H,299.8,310.2,1310,38.7,187,0
2173,M12172,L,299.4,307.3,1564,14.8,61,0
2174,M12173,L,300.3,309.8,1538,26.1,210,0
2175,M12174,M,298.3,306.4,1318,11.4,102,0
2176,M12175,M,304.2,313.8,1475,36.6,105,0
2177,M12176,L,296.8,304.8,1294,50.6,220,0
2178,M12177,L,300.4,309.5,1644,21.3,54,0
2179,M12178,L,304.0,312.5,1529,26.9,48,0
2180,M12179,M,300.0,310.4,1471,38.4,249,0
2181,M12180,L,299.6,309.6,1308,29.5,137,0
2182,M12181,M,299.3,309.6,1485,29.4,48,0
2183,M12182,L,299.6,309.5,1465,45.4,42,0
2184,M12183,L,302.7,311.4,1596,35.1,218,0
2185,M12184,M,295.6,306.1,1569,25.3,152,0
2186,M12185,L,303.1,315.0,1681,19.3,29,0
2187,M12186,L,297.2,307.6,1452,61.9,224,0
2188,M12187,M,299.5,309.0,1206,51.2,112,0
2189,M12188,L,299.1,307.7,1716,35.5,250,0
2190,M12189,L,301.2,310.3,1371,40.9,71,0
2191,M12190,L,296.8,307.3,1341,35.2,134,0
2192,M12191,L,300.9,312.0,1531,45.1,44,0
2193,M12192,L,304.0,314.3,1593,31.5,111,0
2194,M12193,L,297.3,308.1,1444,34.6,45,0
2195,M12194,L,300.4,311.1,1443,44.5,78,0
2196,M12195,M,298.7,309.2,1469,54.4,68,0
2197,M12196,M,300.9,310.2,1793,47.3,72,0
2198,M12197,M,300.0,310.2,1539,52.2,245,0
2199,M12198,M,298.7,307.9,1366,36.9,10,0
2200,M12199,L,301.0,311.0,1368,33.8,126,0
2201,M12200,L,303.6,313.9,1494,20.8,159,0
2202,M12201,M,299.6,311.3,1582,40.7,167,0
2203,M12202,L,301.4,310.1,1626,43.8,191,0
2204,M12203,M,297.4,307.9,1561,37.0,193,0
2205,M12204,M,298.1,309.6,1388,32.3,242,0
2206,M12205,L,300.9,311.7,1463,52.3,191,0
2207,M12206,M,303.0,313.8,1670,46.3,208,0
2208,M12207,L,300.7,311.3,1334,53.0,135,0
2209,M12208,M,299.4,310.7,1456,30.6,166,0
2210,M12209,L,300.0,308.9,1646,33.0,121,0
2211,M12210,L,297.5,306.1,1696,51.9,70,0
2212,M12211,H,301.2,311.2,1504,39.5,79,0
2213,M12212,M,301.8,309.6,1465,34.4,91,0
2214,M12213,L,299.1,310.3,1302,35.1,86,0
2215,M12214,M,299.1,310.3,1633,39.9,135,0
2216,M12215,L,300.5,310.1,1775,49.9,63,0
2217,M12216,L,299.1,308.8,1998,38.4,131,0
2218,M12217,H,299.9,309.8,1608,47.8,232,0
2219,M12218,L,304.2,314.3,1530,44.6,103,0
2220,M12219,L,299.5,309.6,1374,31.3,56,0
2221,M12220,H,299.3,309.8,1203,31.3,88,0
2222,M12221,L,298.7,308.5,1571,35.5,222,0
2223,M12222,L,301.5,312.4,1960,26.8,238,0
2224,M12223,L,299.6,310.1,1766,34.9,224,0
2225,M12224,L,298.7,308.1,1739,55.0,73,0
2226,M12225,L,302.6,314.0,1583,39.7,98,0
2227,M12226,M,302.8,311.5,1603,32.4,247,0
2228,M12227,M,298.8,308.7,1105,59.0,82,1
2229,M12228,M,296.3,307.2,1675,30.8,35,0
2230,M12229,M,302.0,311.3,1435,30.5,71,0
2231,M12230,L,298.6,308.9,1413,52.2,244,0
2232,M12231,L,301.6,312.1,1481,46.5,105,0
2233,M12232,H,296.1,305.2,1475,38.7,236,0
2234,M12233,L,301.8,311.7,1411,48.2,26,1
2235,M12234,H,297.6,307.4,1541,43.0,194,0
2236,M12235,L,301.5,310.9,1439,28.3,24,0
2237,M12236,L,300.0,312.3,1557,16.3,50,0
2238,M12237,L,298.1,307.3,1273,34.4,156,0
2239,M12238,L,299.2,310.2,1501,50.7,110,0
2240,M12239,H,301.4,311.0,1343,35.8,169,0
2241,M12240,L,300.2,309.1,1424,44.6,246,0
2242,M12241,M,301.2,311.3,1565,41.8,13,0
2243,M12242,L,304.0,314.6,1252,23.2,48,0
2244,M12243,M,296.9,307.8,1392,36.0,162,0
2245,M12244,L,303.2,314.8,1641,43.6,227,0
2246,M12245,M,300.2,313.2,1286,32.2,202,0
2247,M12246,H,298.2,308.5,1857,36.4,118,0
2248,M12247,L,297.3,306.7,1755,43.9,189,0
2249,M12248,H,299.6,310.1,1450,40.7,53,0
2250,M12249,L,301.8,311.6,1398,50.4,3,0
2251,M12250,H,299.7,310.7,1575,43.8,144,0
2252,M12251,L,303.0,311.7,1280,30.5,206,0
2253,M12252,H,297.1,309.5,1181,35.3,110,0
2254,M12253,L,300.0,310.8,1457,40.2,144,0
2255,M12254,M,297.5,305.8,1515,53.3,107,0
2256,M12255,H,300.7,310.0,1556,35.3,130,0
2257,M12256,H,301.8,312.6,1429,22.8,224,0
2258,M12257,L,299.2,310.3,1767,44.4,121,0
2259,M12258,L,294.8,303.5,1271,32.5,2,0
2260,M12259,M,300.4,311.1,1335,27.3,202,0
2261,M12260,M,300.9,308.9,1626,40.2,156,0
2262,M12261,M,300.8,310.7,1331,49.6,185,0
2263,M12262,H,302.5,313.6,1324,34.3,228,0
2264,M12263,L,297.9,307.3,1561,44.9,72,0
2265,M12264,M,301.4,309.9,1350,46.8,127,0
2266,M12265,M,302.4,312.5,1515,47.8,152,0
2267,M12266,L,296.4,305.8,1414,32.8,87,0
2268,M12267,L,300.6,311.3,1385,28.9,214,0
2269,M12268,M,299.0,308.1,1163,30.3,176,0
2270,M12269,L,299.8,309.1,1564,47.8,186,0
2271,M12270,M,300.7,308.7,1316,46.6,204,0
2272,M12271,H,299.0,309.2,1509,30.5,65,0
2273,M12272,L,298.6,308.5,1447,61.1,189,0
2274,M12273,M,300.1,308.9,1502,29.3,196,0
2275,M12274,M,297.8,308.0,1512,49.9,213,0
2276,M12275,L,297.8,308.9,1574,55.0,124,0
2277,M12276,M,301.4,311.1,1409,41.1,128,0
2278,M12277,H,297.7,308.0,1761,32.4,25,0
2279,M12278,H,301.3,311.6,1208,32.6,216,0
2280,M12279,M,300.9,309.7,1498,37.4,135,0
2281,M12280,M,296.5,308.6,1689,50.7,150,0
2282,M12281,M,298.6,308.2,1624,28.1,31,0
2283,M12282,M,302.4,313.0,1365,21.8,152,0
2284,M12283,L,298.0,308.8,1394,43.6,11,0
2285,M12284,L,299.1,308.9,1359,45.8,234,0
2286,M12285,L,300.9,311.5,1646,59.5,218,0
2287,M12286,M,301.6,311.8,1407,26.3,49,0
2288,M12287,L,299.5,308.1,1585,38.7,150,0
2289,M12288,M,298.8,308.5,1586,51.5,152,0
2290,M12289,L,302.8,312.2,1963,41.2,203,0
2291,M12290,M,303.5,313.0,1595,38.1,192,0
2292,M12291,M,302.0,310.7,1394,47.8,251,0
2293,M12292,M,300.2,311.3,1278,34.1,89,0
2294,M12293,M,298.4,310.0,1490,48.4,32,0
2295,M12294,H,298.3,309.3,1518,27.6,145,0
2296,M12295,H,301.0,312.3,1143,25.0,193,0
2297,M12296,M,300.8,310.5,1411,37.3,72,0
2298,M12297,L,302.8,312.2,1592,14.6,60,0
2299,M12298,L,301.3,310.5,1444,40.8,203,0
2300,M12299,L,297.0,307.6,1712,22.8,191,1
2301,M12300,M,302.1,312.3,1260,42.8,51,0
2302,M12301,M,298.0,307.9,1660,41.8,220,0
2303,M12302,M,299.2,310.5,1703,39.3,34,0
2304,M12303,L,300.5,310.9,1710,44.3,28,0
2305,M12304,L,304.0,313.2,1259,42.0,89,0
2306,M12305,M,306.2,315.5,1595,37.1,224,0
2307,M12306,L,301.2,311.9,1419,58.1,176,0
2308,M12307,L,299.6,310.7,1287,43.9,100,0
2309,M12308,L,301.1,311.6,1465,47.6,40,0
2310,M12309,M,301.8,313.7,1377,50.6,181,0
2311,M12310,M,299.4,311.0,1704,46.6,152,0
2312,M12311,L,303.6,314.0,1631,60.4,250,0
2313,M12312,L,300.5,309.6,1333,41.6,194,0
2314,M12313,M,301.0,309.7,1409,39.9,26,0
2315,M12314,H,301.3,310.9,1471,33.6,184,0
2316,M12315,H,300.8,311.6,1526,37.5,65,0
2317,M12316,L,301.7,313.5,1719,32.8,243,0
2318,M12317,L,298.8,309.2,1663,46.7,5,0
2319,M12318,M,298.9,310.1,1548,31.0,60,0
2320,M12319,L,297.8,307.6,1492,40.7,126,0
2321,M12320,L,300.9,311.5,1222,45.5,20,0
2322,M12321,M,301.6,312.4,1770,41.5,87,0
2323,M12322,L,300.9,308.9,1459,31.1,126,0
2324,M12323,L,303.3,312.9,1817,46.9,113,0
2325,M12324,M,300.0,310.9,1574,39.2,117,0
2326,M12325,M,301.3,311.6,1902,11.6,222,0
2327,M12326,M,297.8,306.6,1648,30.3,128,0
2328,M12327,H,299.2,306.8,1283,53.9,238,0
2329,M12328,L,301.4,311.0,1429,54.7,37,0
2330,M12329,M,301.7,311.6,1509,45.2,71,0
2331,M12330,L,299.4,308.5,1383,47.8,166,0
2332,M12331,L,299.9,310.0,1472,32.3,72,0
2333,M12332,M,297.0,307.5,1294,37.4,88,0
2334,M12333,L,299.3,310.0,1540,52.2,228,0
2335,M12334,M,301.8,309.4,1581,44.2,136,0
2336,M12335,L,301.2,309.8,1359,40.6,85,0
2337,M12336,M,301.0,310.7,1886,38.2,197,0
2338,M12337,L,300.1,310.7,1550,51.6,18,0
2339,M12338,L,300.0,310.5,1393,51.1,143,0
2340,M12339,M,298.7,309.2,1247,46.4,25,0
2341,M12340,L,301.4,311.0,1550,40.7,45,0
2342,M12341,L,300.8,310.5,1492,36.5,16,0
2343,M12342,L,301.0,310.3,1679,46.9,228,0
2344,M12343,L,298.9,309.7,1513,29.1,12,0
2345,M12344,L,295.7,304.8,1325,31.1,131,0
2346,M12345,M,302.2,313.0,1838,25.6,57,0
2347,M12346,H,299.0,309.3,1617,52.2,97,0
2348,M12347,M,298.3,308.2,1494,32.9,125,0
2349,M12348,L,301.4,310.7,1568,44.0,114,0
2350,M12349,L,299.2,307.9,1624,38.8,189,0
2351,M12350,L,302.1,311.5,1283,68.7,231,0
2352,M12351,L,301.2,310.9,1567,44.4,76,0
2353,M12352,L,301.4,309.0,1458,21.6,6,0
2354,M12353,L,297.3,307.1,1630,51.6,226,0
2355,M12354,M,302.4,313.3,1407,36.2,248,0
2356,M12355,L,300.5,311.1,1431,38.0,110,0
2357,M12356,H,299.3,308.8,1837,33.3,115,0
2358,M12357,M,300.3,310.3,1759,41.9,36,0
2359,M12358,H,296.4,305.9,949,41.8,120,0
2360,M12359,H,300.8,311.0,1746,33.6,77,0
2361,M12360,M,297.9,309.5,1526,35.0,252,0
2362,M12361,L,297.3,308.3,1412,41.0,47,0
2363,M12362,L,297.0,307.5,1359,16.8,96,0
2364,M12363,L,302.2,311.7,1369,25.7,156,0
2365,M12364,L,298.7,309.5,1417,56.5,87,0
2366,M12365,M,303.1,311.4,1337,43.2,120,0
2367,M12366,M,298.9,308.7,1297,34.8,246,0
2368,M12367,L,296.6,307.2,1353,23.2,129,0
2369,M12368,M,297.8,308.5,1597,39.4,230,0
2370,M12369,L,302.5,313.1,1548,49.8,11,0
2371,M12370,H,299.7,310.0,1638,66.1,30,0
2372,M12371,L,298.9,308.7,1527,58.7,239,0
2373,M12372,L,300.3,310.9,1305,31.2,33,0
