UDI,Product ID,Type,Air temperature [K],Process temperature [K],Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF
1595,M95873,M,298.15,307.17,25.0,34.02,1460,43.27,18,0,0,0,0,0
1596,L76229,L,297.58,306.78,24.43,33.63,1231,34.18,13,0,0,0,0,0
1597,L44038,L,302.49,312.85,29.34,39.7,1897,42.26,43,0,0,0,0,0
1598,L79265,L,301.45,310.93,28.3,37.78,1385,32.08,209,0,0,0,0,0
1599,L68619,L,300.13,311.04,26.98,37.89,1729,22.75,86,0,0,0,0,0
1600,M92097,M,303.33,314.9,30.18,41.75,1853,8.13,104,1,0,0,1,0
1601,L39980,L,299.46,309.8,26.31,36.65,1573,40.22,94,0,0,0,0,0
1602,L96226,L,302.65,312.75,29.5,39.6,1517,24.61,171,0,0,0,0,0
1603,L39315,L,300.35,308.67,27.2,35.52,1304,39.82,62,1,0,1,0,0
1604,L68111,L,297.95,308.7,24.8,35.55,1447,46.31,16,0,0,0,0,0
1605,L53454,L,303.7,312.55,30.55,39.4,1816,33.09,91,0,0,0,0,0
1606,L30260,L,301.98,311.56,28.83,38.41,1596,30.9,175,0,0,0,0,0
1607,L70707,L,299.76,310.72,26.61,37.57,1540,24.48,220,1,1,0,0,0
1608,M49059,M,301.45,312.48,28.3,39.33,1765,31.61,12,0,0,0,0,0
1609,L25014,L,299.19,308.73,26.04,35.58,1657,41.42,195,0,0,0,0,0
1610,L20758,L,301.66,311.25,28.51,38.1,1509,43.57,16,0,0,0,0,0
1611,M79914,M,295.22,304.52,22.07,31.37,1573,50.72,79,0,0,0,0,0
1612,M62812,M,297.96,306.76,24.81,33.61,1401,35.68,5,0,0,0,0,0
1613,L82288,L,301.96,311.32,28.81,38.17,1437,29.34,219,0,0,0,0,0
1614,L19852,L,299.5,307.89,26.35,34.74,1499,40.7,170,0,0,0,0,0
1615,L62449,L,300.42,311.1,27.27,37.95,1633,36.79,89,0,0,0,0,0
1616,M73267,M,297.31,307.7,24.16,34.55,1317,43.48,91,0,0,0,0,0
1617,H23411,H,303.7,314.26,30.55,41.11,1548,31.03,154,0,0,0,0,0
1618,M10023,M,302.38,311.43,29.23,38.28,1467,17.84,22,1,0,0,1,0
1619,L75599,L,299.6,308.4,26.45,35.25,1377,33.55,35,0,0,0,0,0
1620,M76810,M,299.19,309.24,26.04,36.09,1468,43.49,203,0,0,0,0,0
1621,L47472,L,302.06,312.12,28.91,38.97,1129,53.03,49,0,0,0,0,0
1622,L84904,L,303.96,313.82,30.81,40.67,1402,48.58,174,0,0,0,0,0
1623,L35536,L,301.91,311.62,28.76,38.47,1343,45.44,54,0,0,0,0,0
1624,H86581,H,304.34,316.05,31.19,42.9,1486,44.44,21,0,0,0,0,0
1625,L27243,L,298.16,308.58,25.01,35.43,1136,56.55,216,1,0,0,0,1
1626,M22718,M,298.36,310.33,25.21,37.18,1568,36.7,216,0,0,0,0,0
1627,L67224,L,297.62,308.89,24.47,35.74,1694,34.04,145,0,0,0,0,0
1628,L98461,L,300.88,312.59,27.73,39.44,1514,14.56,111,1,0,0,1,0
1629,L63984,L,300.35,309.28,27.2,36.13,1622,30.07,133,0,0,0,0,0
1630,L99620,L,299.7,310.29,26.55,37.14,1445,34.74,98,0,0,0,0,0
1631,M76217,M,301.62,311.19,28.47,38.04,1263,44.5,182,0,0,0,0,0
1632,L68132,L,302.46,310.8,29.31,37.65,1535,29.88,181,0,0,0,0,0
1633,M70737,M,296.95,308.44,23.8,35.29,1654,42.14,197,0,0,0,0,0
1634,M50723,M,298.81,308.51,25.66,35.36,1303,36.91,126,0,0,0,0,0
1635,H80658,H,301.64,310.59,28.49,37.44,1454,48.24,192,0,0,0,0,0
1636,L26034,L,299.06,308.65,25.91,35.5,1492,30.72,37,0,0,0,0,0
1637,L88734,L,298.4,307.61,25.25,34.46,2034,23.34,7,0,0,0,0,0
1638,L55880,L,302.04,311.34,28.89,38.19,1574,30.96,156,0,0,0,0,0
1639,H83436,H,297.42,307.2,24.27,34.05,1202,43.72,25,0,0,0,0,0
1640,H96330,H,299.4,311.13,26.25,37.98,1158,58.9,132,0,0,0,0,0
1641,L92746,L,300.66,309.99,27.51,36.84,1663,31.84,173,0,0,0,0,0
1642,M70688,M,298.85,310.51,25.7,37.36,1970,26.67,98,0,0,0,0,0
1643,L58906,L,301.57,312.42,28.42,39.27,1486,32.63,11,0,0,0,0,0
1644,M42641,M,298.86,309.26,25.71,36.11,1475,36.76,213,0,0,0,0,0
1645,L18073,L,302.82,313.57,29.67,40.42,1610,37.31,10,1,0,0,0,0
1646,M59262,M,299.75,309.76,26.6,36.61,1395,39.34,217,0,0,0,0,0
1647,L16357,L,301.34,312.63,28.19,39.48,1100,50.88,13,0,0,0,0,0
1648,M37664,M,301.49,312.06,28.34,38.91,1717,41.51,176,0,0,0,0,0
1649,M45929,M,298.74,307.08,25.59,33.93,1428,42.32,222,0,0,0,0,0
1650,M25662,M,295.89,306.19,22.74,33.04,1719,24.13,218,1,1,0,0,0
1651,L26066,L,300.72,311.51,27.57,38.36,1402,40.19,214,0,0,0,0,0
1652,L33205,L,300.14,309.86,26.99,36.71,1556,32.51,212,0,0,0,0,0
1653,L68418,L,301.11,311.24,27.96,38.09,1685,38.18,122,0,0,0,0,0
1654,L38539,L,299.55,308.93,26.4,35.78,1722,34.09,134,0,0,0,0,0
1655,L58917,L,299.14,307.76,25.99,34.61,1576,45.4,149,0,0,0,0,0
1656,H98275,H,304.02,312.47,30.87,39.32,1567,30.64,215,1,1,0,0,0
1657,L11506,L,297.06,305.52,23.91,32.37,1643,33.32,201,0,0,0,0,0
1658,L61258,L,301.47,312.14,28.32,38.99,1616,26.94,188,0,0,0,0,0
1659,L58334,L,298.85,306.36,25.7,33.21,1309,43.43,162,1,0,1,0,0
1660,L77572,L,299.33,308.66,26.18,35.51,1312,31.37,148,0,0,0,0,0
1661,M94325,M,299.37,308.6,26.22,35.45,1166,51.71,221,0,0,0,0,0
1662,L98585,L,298.39,308.11,25.24,34.96,1669,33.88,46,0,0,0,0,0
1663,H47590,H,301.14,309.29,27.99,36.14,1466,40.33,46,0,0,0,0,0
1664,L50312,L,302.78,313.19,29.63,40.04,1679,40.44,236,0,0,0,0,0
1665,H42005,H,300.94,309.67,27.79,36.52,1606,37.48,133,0,0,0,0,0
1666,M12206,M,300.21,311.34,27.06,38.19,1360,31.93,116,0,0,0,0,0
1667,L65183,L,298.03,307.41,24.88,34.26,1514,33.4,204,0,0,0,0,0
1668,H20019,H,301.03,310.94,27.88,37.79,1455,38.73,204,0,0,0,0,0
1669,L67052,L,304.31,314.32,31.16,41.17,1428,37.49,42,0,0,0,0,0
1670,M57051,M,299.24,309.48,26.09,36.33,1695,32.15,42,0,0,0,0,0
1671,L54579,L,299.25,309.29,26.1,36.14,1974,41.99,191,0,0,0,0,0
1672,M12092,M,298.88,308.45,25.73,35.3,1730,33.92,189,0,0,0,0,0
1673,M40103,M,299.02,309.36,25.87,36.21,1530,40.5,54,0,0,0,0,0
1674,M10218,M,294.51,304.98,21.36,31.83,1755,16.57,202,1,0,0,1,0
1675,M72432,M,300.81,310.04,27.66,36.89,1835,37.2,115,0,0,0,0,0
1676,L56994,L,298.31,308.74,25.16,35.59,1291,67.19,113,1,0,0,1,0
1677,L19664,L,296.78,307.97,23.63,34.82,1749,43.52,237,1,1,0,0,0
1678,L43884,L,301.51,312.21,28.36,39.06,1670,30.79,125,0,0,0,0,0
1679,L79932,L,297.84,308.77,24.69,35.62,1743,51.12,33,1,0,0,1,0
1680,M63546,M,299.32,309.49,26.17,36.34,1677,34.38,67,0,0,0,0,0
1681,L69323,L,302.93,312.0,29.78,38.85,1495,40.77,80,0,0,0,0,0
1682,H13062,H,297.18,306.37,24.03,33.22,1891,28.16,230,1,1,0,0,0
1683,M95469,M,296.93,307.25,23.78,34.1,1594,33.59,63,0,0,0,0,0
1684,M60712,M,300.54,311.48,27.39,38.33,1459,21.29,103,1,0,0,1,0
1685,L36208,L,302.3,315.08,29.15,41.93,1624,41.59,180,0,0,0,0,0
1686,M24113,M,296.85,307.83,23.7,34.68,1705,31.23,66,0,0,0,0,0
1687,H47005,H,300.82,309.64,27.67,36.49,1552,35.42,168,0,0,0,0,0
1688,L91817,L,301.16,310.39,28.01,37.24,1604,37.91,50,0,0,0,0,0
1689,M60705,M,295.88,308.16,22.73,35.01,1550,33.64,58,0,0,0,0,0
1690,M55853,M,301.6,311.38,28.45,38.23,1419,42.47,237,1,1,0,0,0
1691,L21248,L,301.75,311.8,28.6,38.65,1391,50.81,89,0,0,0,0,0
1692,L48044,L,299.38,308.42,26.23,35.27,1290,47.67,175,0,0,0,0,0
1693,L19068,L,302.5,314.07,29.35,40.92,1801,30.59,202,0,0,0,0,0
1694,L66385,L,302.27,312.77,29.12,39.62,1496,37.31,83,0,0,0,0,0
1695,L12187,L,300.21,309.43,27.06,36.28,1100,53.69,86,0,0,0,0,0
1696,L56625,L,299.1,308.1,25.95,34.95,1604,29.05,186,0,0,0,0,0
1697,L25397,L,298.05,308.36,24.9,35.21,1601,37.46,146,0,0,0,0,0
1698,L43376,L,299.92,309.97,26.77,36.82,1208,52.89,87,0,0,0,0,0
1699,H10069,H,301.14,311.97,27.99,38.82,1389,41.94,180,0,0,0,0,0
1700,L12747,L,299.35,309.9,26.2,36.75,1382,38.08,207,0,0,0,0,0
1701,H56932,H,295.6,305.34,22.45,32.19,1405,38.48,56,0,0,0,0,0
1702,L56456,L,302.54,311.99,29.39,38.84,1747,38.01,6,0,0,0,0,0
1703,L43466,L,300.38,310.22,27.23,37.07,1509,29.17,66,0,0,0,0,0
1704,L90200,L,299.24,308.69,26.09,35.54,1460,32.71,162,0,0,0,0,0
1705,L14308,L,301.71,311.58,28.56,38.43,1731,20.24,220,0,0,0,0,0
1706,L79449,L,303.05,313.07,29.9,39.92,1622,35.6,207,0,0,0,0,0
1707,M79942,M,294.4,303.5,21.25,30.35,1230,53.46,53,0,0,0,0,0
1708,L14815,L,300.87,311.5,27.72,38.35,1427,50.8,211,0,0,0,0,0
1709,M21631,M,297.15,306.78,24.0,33.63,1591,48.39,195,0,0,0,0,0
1710,M55906,M,301.0,310.16,27.85,37.01,1372,36.25,176,0,0,0,0,0
1711,L98949,L,300.26,309.9,27.11,36.75,1890,32.31,165,0,0,0,0,0
1712,L22575,L,301.27,311.51,28.12,38.36,1555,33.63,194,0,0,0,0,0
1713,M81435,M,299.0,309.08,25.85,35.93,1403,54.01,207,0,0,0,0,0
1714,L83367,L,296.25,306.68,23.1,33.53,1338,53.23,197,0,0,0,0,0
1715,L19641,L,299.1,310.0,25.95,36.85,1697,35.1,29,0,0,0,0,0
1716,H59778,H,300.81,312.12,27.66,38.97,1422,35.35,173,0,0,0,0,0
1717,L23226,L,302.03,312.32,28.88,39.17,1601,8.19,202,1,0,0,1,0
1718,M12038,M,297.66,306.59,24.51,33.44,1333,31.5,45,0,0,0,0,0
1719,H86073,H,302.05,311.79,28.9,38.64,1547,22.21,51,0,0,0,0,0
1720,L53744,L,298.7,307.7,25.55,34.55,1424,28.67,189,0,0,0,0,0
1721,L88581,L,300.72,312.42,27.57,39.27,1480,53.75,83,0,0,0,0,0
1722,L17669,L,298.98,310.97,25.83,37.82,1396,30.69,96,0,0,0,0,0
1723,L97324,L,300.36,311.01,27.21,37.86,1714,24.93,91,0,0,0,0,0
1724,L22673,L,301.78,312.64,28.63,39.49,1449,32.18,51,0,0,0,0,0
1725,M93445,M,297.55,307.8,24.4,34.65,1510,58.74,225,1,1,0,1,1
1726,L32142,L,298.64,309.01,25.49,35.86,1518,37.24,193,0,0,0,0,0
1727,L58824,L,300.37,308.77,27.22,35.62,1817,39.48,60,0,0,0,0,0
1728,H94159,H,304.8,314.73,31.65,41.58,1691,35.29,25,0,0,0,0,0
1729,M39479,M,298.27,307.39,25.12,34.24,1673,18.36,89,1,0,0,1,0
1730,M70298,M,304.08,314.36,30.93,41.21,1259,57.77,100,0,0,0,0,0
1731,L57410,L,304.01,313.95,30.86,40.8,1420,43.55,2,0,0,0,0,0
1732,M26562,M,299.81,311.75,26.66,38.6,1743,31.9,213,0,0,0,0,0
1733,L27915,L,299.4,310.32,26.25,37.17,1330,57.16,204,1,0,0,0,1
1734,L57306,L,298.62,308.9,25.47,35.75,1550,34.2,204,0,0,0,0,0
1735,L68334,L,299.86,309.6,26.71,36.45,1349,41.33,193,0,0,0,0,0
1736,M46790,M,297.19,308.86,24.04,35.71,1366,39.18,176,0,0,0,0,0
1737,L91584,L,299.85,309.82,26.7,36.67,1829,39.93,152,0,0,0,0,0
1738,L14789,L,302.99,313.33,29.84,40.18,1661,41.01,230,0,0,0,0,0
1739,L87553,L,298.78,308.82,25.63,35.67,1707,35.79,171,0,0,0,0,0
1740,L14938,L,299.52,309.11,26.37,35.96,1672,25.85,151,0,0,0,0,0
1741,M23260,M,296.6,306.63,23.45,33.48,1511,34.97,189,0,0,0,0,0
1742,M60932,M,300.75,308.79,27.6,35.64,1414,32.1,59,0,0,0,0,0
1743,M68444,M,300.53,308.98,27.38,35.83,1465,48.4,232,1,1,0,0,0
1744,L45394,L,300.13,310.48,26.98,37.33,1501,25.56,5,0,0,0,0,0
1745,L37791,L,299.57,311.13,26.42,37.98,1846,43.8,156,0,0,0,0,0
1746,L10537,L,299.41,309.76,26.26,36.61,1301,54.34,19,0,0,0,0,0
1747,L26333,L,301.0,310.28,27.85,37.13,1438,32.49,205,0,0,0,0,0
1748,L78452,L,299.94,308.5,26.79,35.35,1375,38.33,232,1,1,1,0,0
1749,M57461,M,300.63,311.41,27.48,38.26,1720,27.61,98,0,0,0,0,0
1750,L52382,L,300.43,309.86,27.28,36.71,1859,34.26,206,0,0,0,0,0
1751,L36811,L,302.25,312.89,29.1,39.74,1589,47.36,81,0,0,0,0,0
1752,L42552,L,301.35,311.74,28.2,38.59,1603,45.22,38,0,0,0,0,0
1753,L38069,L,300.39,310.86,27.24,37.71,1551,33.48,66,0,0,0,0,0
1754,L80713,L,303.04,313.07,29.89,39.92,1612,45.59,72,0,0,0,0,0
1755,H95295,H,300.84,311.22,27.69,38.07,1670,43.68,151,0,0,0,0,0
1756,M29775,M,302.61,312.49,29.46,39.34,1609,34.09,191,0,0,0,0,0
1757,H79423,H,301.21,310.58,28.06,37.43,1622,35.24,49,0,0,0,0,0
1758,L21082,L,296.32,305.35,23.17,32.2,1671,46.63,21,0,0,0,0,0
1759,L45688,L,302.61,310.22,29.46,37.07,1224,55.28,53,1,0,1,0,0
1760,L32080,L,300.27,310.09,27.12,36.94,1535,47.12,71,0,0,0,0,0
1761,L40943,L,299.9,311.42,26.75,38.27,1588,56.75,67,1,0,0,1,0
1762,M45577,M,300.56,311.29,27.41,38.14,1608,40.01,53,0,0,0,0,0
1763,L42563,L,299.31,309.54,26.16,36.39,1505,40.67,112,0,0,0,0,0
1764,L59798,L,300.45,309.72,27.3,36.57,1563,47.52,205,0,0,0,0,0
1765,L82893,L,298.82,309.81,25.67,36.66,1409,56.57,24,0,0,0,0,0
1766,L23709,L,302.55,312.43,29.4,39.28,1224,41.9,207,0,0,0,0,0
1767,M39800,M,299.77,311.35,26.62,38.2,1707,31.95,119,0,0,0,0,0
1768,L99745,L,299.23,308.25,26.08,35.1,1336,34.72,159,0,0,0,0,0
1769,L72092,L,298.15,307.4,25.0,34.25,1507,40.76,196,0,0,0,0,0
1770,L19688,L,300.54,309.69,27.39,36.54,1404,47.93,73,0,0,0,0,0
1771,L48243,L,300.37,308.89,27.22,35.74,1813,24.02,229,1,1,0,0,0
1772,M62733,M,300.78,309.84,27.63,36.69,1521,46.74,20,0,0,0,0,0
1773,M57012,M,297.95,308.05,24.8,34.9,1481,35.07,127,0,0,0,0,0
1774,H71104,H,296.8,306.09,23.65,32.94,1666,30.12,61,0,0,0,0,0
1775,M80608,M,301.25,307.39,28.1,34.24,1912,39.0,98,0,0,0,0,0
1776,L77209,L,302.97,314.04,29.82,40.89,1606,30.68,108,0,0,0,0,0
1777,M95071,M,297.95,306.26,24.8,33.11,1469,27.78,219,1,1,0,0,0
1778,L63485,L,303.18,313.77,30.03,40.62,1657,40.53,106,0,0,0,0,0
1779,L89638,L,300.57,310.6,27.42,37.45,1260,44.43,168,0,0,0,0,0
1780,M45470,M,299.99,312.1,26.84,38.95,1543,46.71,228,1,1,0,0,0
1781,L52054,L,299.2,310.2,26.05,37.05,1884,37.08,119,0,0,0,0,0
1782,H16818,H,297.23,306.73,24.08,33.58,1563,22.68,98,0,0,0,0,0
1783,L66273,L,301.98,311.27,28.83,38.12,1554,47.4,234,1,0,0,0,1
1784,M70089,M,298.45,309.95,25.3,36.8,1539,52.44,199,0,0,0,0,0
1785,M92632,M,298.44,306.96,25.29,33.81,1466,47.36,226,0,0,0,0,0
1786,M49713,M,301.98,312.17,28.83,39.02,1590,44.63,95,0,0,0,0,0
1787,M35655,M,296.23,306.1,23.08,32.95,1671,32.31,167,0,0,0,0,0
1788,M91196,M,296.95,306.61,23.8,33.46,1477,34.98,60,0,0,0,0,0
1789,L68772,L,299.96,310.32,26.81,37.17,1100,53.79,208,1,0,0,0,1
1790,L28879,L,300.59,310.78,27.44,37.63,1616,42.8,224,0,0,0,0,0
1791,L37861,L,300.97,311.43,27.82,38.28,1908,37.18,64,0,0,0,0,0
1792,M25745,M,299.4,309.54,26.25,36.39,1469,35.5,25,0,0,0,0,0
1793,L93115,L,305.06,315.48,31.91,42.33,1278,40.54,48,0,0,0,0,0
1794,M47849,M,299.54,309.64,26.39,36.49,1654,22.73,152,0,0,0,0,0
1795,L78435,L,299.54,308.88,26.39,35.73,1840,36.31,65,0,0,0,0,0
1796,L95160,L,298.41,308.41,25.26,35.26,1628,32.08,153,0,0,0,0,0
1797,M84574,M,300.25,309.53,27.1,36.38,1837,28.78,84,0,0,0,0,0
1798,L57783,L,301.23,310.45,28.08,37.3,1674,48.05,220,0,0,0,0,0
1799,L62281,L,302.41,312.07,29.26,38.92,1659,39.33,109,0,0,0,0,0
1800,L64499,L,297.02,306.9,23.87,33.75,1444,42.25,119,0,0,0,0,0
1801,H47014,H,299.51,309.54,26.36,36.39,1585,42.79,84,0,0,0,0,0
1802,M56587,M,300.89,311.81,27.74,38.66,1530,48.82,18,0,0,0,0,0
1803,L42801,L,301.17,310.68,28.02,37.53,1524,24.66,118,0,0,0,0,0
1804,L49321,L,300.01,310.21,26.86,37.06,1491,33.91,186,0,0,0,0,0
1805,L36183,L,301.08,311.2,27.93,38.05,1574,34.53,229,0,0,0,0,0
1806,M93975,M,298.38,307.77,25.23,34.62,1308,35.97,18,0,0,0,0,0
1807,M29305,M,303.12,313.19,29.97,40.04,1677,32.04,191,0,0,0,0,0
1808,L91015,L,301.99,312.99,28.84,39.84,1381,29.07,64,0,0,0,0,0
1809,L91349,L,297.31,307.5,24.16,34.35,1491,45.8,197,0,0,0,0,0
1810,L17914,L,297.85,308.08,24.7,34.93,1593,31.83,82,0,0,0,0,0
1811,M78897,M,297.91,307.2,24.76,34.05,1373,43.35,27,0,0,0,0,0
1812,M77499,M,301.36,313.32,28.21,40.17,1191,48.52,147,0,0,0,0,0
1813,L45162,L,297.43,306.78,24.28,33.63,1468,43.49,215,0,0,0,0,0
1814,L18529,L,299.34,307.67,26.19,34.52,1285,24.92,44,1,0,1,1,0
1815,L66769,L,300.91,311.77,27.76,38.62,1660,38.12,5,0,0,0,0,0
1816,H96936,H,299.87,309.75,26.72,36.6,1333,40.78,212,0,0,0,0,0
1817,L58303,L,300.52,310.21,27.37,37.06,1795,35.18,167,0,0,0,0,0
1818,M84180,M,297.87,307.32,24.72,34.17,1534,27.92,194,0,0,0,0,0
1819,M82306,M,301.19,313.06,28.04,39.91,1545,40.39,14,0,0,0,0,0
1820,L58920,L,298.77,309.13,25.62,35.98,1188,58.6,214,1,0,0,0,1
1821,L53947,L,299.35,309.9,26.2,36.75,1560,38.24,101,0,0,0,0,0
1822,L90598,L,300.48,310.64,27.33,37.49,1521,31.93,215,0,0,0,0,0
1823,M10387,M,300.21,310.48,27.06,37.33,1308,38.43,16,0,0,0,0,0
1824,M43630,M,300.05,311.45,26.9,38.3,1550,41.57,212,0,0,0,0,0
1825,M22654,M,298.5,308.25,25.35,35.1,1465,43.66,162,0,0,0,0,0
1826,L74419,L,299.4,307.94,26.25,34.79,1497,41.12,133,0,0,0,0,0
1827,L30240,L,300.0,310.87,26.85,37.72,1540,36.92,15,0,0,0,0,0
1828,H20364,H,297.25,307.75,24.1,34.6,1452,41.07,165,0,0,0,0,0
1829,M27295,M,299.07,309.18,25.92,36.03,1578,35.79,143,0,0,0,0,0
1830,L93772,L,300.78,311.25,27.63,38.1,1520,34.65,174,0,0,0,0,0
1831,H19857,H,297.45,307.07,24.3,33.92,1618,41.48,172,0,0,0,0,0
1832,M88306,M,302.31,312.33,29.16,39.18,1442,42.2,106,0,0,0,0,0
1833,L16390,L,302.54,312.41,29.39,39.26,1349,52.81,49,0,0,0,0,0
1834,M24352,M,297.51,306.92,24.36,33.77,1411,49.54,221,1,1,0,0,0
1835,M18380,M,302.72,313.9,29.57,40.75,1787,34.27,222,1,1,0,0,0
1836,M51046,M,299.71,308.3,26.56,35.15,1702,38.42,51,0,0,0,0,0
1837,L90170,L,300.84,313.2,27.69,40.05,1747,25.13,151,0,0,0,0,0
1838,L84321,L,299.01,309.88,25.86,36.73,1759,31.94,49,0,0,0,0,0
1839,H65073,H,301.85,310.07,28.7,36.92,1453,42.16,207,0,0,0,0,0
1840,L14602,L,300.81,310.59,27.66,37.44,1587,23.45,24,0,0,0,0,0
1841,L41187,L,298.37,308.2,25.22,35.05,1548,40.44,238,1,1,0,0,0
1842,L23895,L,297.67,308.06,24.52,34.91,1650,27.04,147,0,0,0,0,0
1843,L38268,L,297.08,306.09,23.93,32.94,1484,31.8,5,0,0,0,0,0
1844,M48395,M,300.38,310.41,27.23,37.26,1551,32.7,212,0,0,0,0,0
1845,H62153,H,301.14,311.02,27.99,37.87,1548,36.78,164,0,0,0,0,0
1846,L13613,L,301.3,310.56,28.15,37.41,1628,24.57,167,0,0,0,0,0
1847,L28235,L,299.76,308.89,26.61,35.74,1650,41.58,66,0,0,0,0,0
1848,L55237,L,297.69,308.6,24.54,35.45,1551,38.35,81,0,0,0,0,0
1849,M69220,M,298.64,306.94,25.49,33.79,1557,52.21,219,0,0,0,0,0
1850,M98499,M,302.3,312.78,29.15,39.63,1575,38.79,152,0,0,0,0,0
1851,L41419,L,299.03,309.83,25.88,36.68,1823,35.99,4,0,0,0,0,0
1852,M28736,M,300.29,310.07,27.14,36.92,1232,39.67,79,0,0,0,0,0
1853,M72892,M,297.85,307.9,24.7,34.75,1365,32.51,144,0,0,0,0,0
1854,M83561,M,300.67,311.84,27.52,38.69,1653,39.62,36,0,0,0,0,0
1855,H37059,H,299.08,308.38,25.93,35.23,1582,27.47,24,0,0,0,0,0
1856,L42771,L,302.09,311.49,28.94,38.34,1581,41.38,14,0,0,0,0,0
1857,M34728,M,301.55,311.05,28.4,37.9,1652,48.34,151,0,0,0,0,0
1858,L13668,L,299.01,310.17,25.86,37.02,1572,44.0,77,0,0,0,0,0
1859,M64335,M,299.75,311.04,26.6,37.89,1437,44.43,90,0,0,0,0,0
1860,M48935,M,298.9,307.5,25.75,34.35,1645,36.99,14,0,0,0,0,0
1861,M72528,M,297.16,308.17,24.01,35.02,1539,34.17,177,0,0,0,0,0
1862,M53059,M,298.29,309.1,25.14,35.95,1457,38.42,184,0,0,0,0,0
1863,L85954,L,300.4,311.95,27.25,38.8,1656,30.08,199,0,0,0,0,0
1864,L92801,L,300.65,311.04,27.5,37.89,1649,24.22,156,0,0,0,0,0
1865,H72708,H,300.3,310.25,27.15,37.1,1573,36.72,186,0,0,0,0,0
1866,H26408,H,299.4,310.54,26.25,37.39,1835,40.08,139,0,0,0,0,0
1867,L35284,L,301.87,312.57,28.72,39.42,1767,22.11,118,0,0,0,0,0
1868,L84379,L,300.13,312.37,26.98,39.22,1710,44.69,62,0,0,0,0,0
1869,L68595,L,301.41,312.37,28.26,39.22,1984,38.61,13,0,0,0,0,0
1870,M63779,M,296.45,306.61,23.3,33.46,1509,41.14,70,0,0,0,0,0
1871,M24747,M,292.16,300.98,19.01,27.83,1454,42.66,164,0,0,0,0,0
1872,L76322,L,300.57,309.99,27.42,36.84,1686,32.5,222,1,1,0,0,0
1873,L77571,L,297.15,305.71,24.0,32.56,1491,38.77,61,0,0,0,0,0
1874,M24261,M,299.58,309.36,26.43,36.21,1537,33.57,161,0,0,0,0,0
1875,M47949,M,299.4,310.32,26.25,37.17,1362,42.31,115,0,0,0,0,0
1876,L90242,L,303.17,313.17,30.02,40.02,1641,36.03,151,0,0,0,0,0
1877,L68118,L,300.8,311.82,27.65,38.67,1278,59.9,0,0,0,0,0,0
1878,L38926,L,300.33,310.67,27.18,37.52,1518,42.27,29,0,0,0,0,0
1879,L78188,L,301.67,311.27,28.52,38.12,1532,35.72,52,0,0,0,0,0
1880,L26040,L,300.74,310.82,27.59,37.67,1459,38.49,214,0,0,0,0,0
1881,M13042,M,299.08,309.56,25.93,36.41,1227,40.97,10,0,0,0,0,0
1882,M18527,M,302.14,312.28,28.99,39.13,1226,42.34,137,0,0,0,0,0
1883,M28088,M,297.78,307.93,24.63,34.78,1404,48.08,223,1,1,0,0,0
1884,M78580,M,300.65,309.88,27.5,36.73,1629,31.21,156,0,0,0,0,0
1885,L23790,L,296.9,306.47,23.75,33.32,1586,31.2,116,0,0,0,0,0
1886,L41907,L,300.41,312.67,27.26,39.52,1532,32.66,93,0,0,0,0,0
1887,L78606,L,300.39,311.61,27.24,38.46,1380,35.68,150,0,0,0,0,0
1888,L65434,L,303.35,311.88,30.2,38.73,1595,44.95,115,0,0,0,0,0
1889,M48294,M,296.87,304.5,23.72,31.35,1220,48.1,169,1,0,1,0,0
1890,H51227,H,298.8,308.87,25.65,35.72,1116,49.1,148,0,0,0,0,0
1891,L11474,L,301.65,312.54,28.5,39.39,1492,38.62,136,0,0,0,0,0
1892,L33891,L,300.67,310.15,27.52,37.0,1439,41.54,230,0,0,0,0,0
1893,M97510,M,300.36,311.38,27.21,38.23,1712,27.48,201,0,0,0,0,0
1894,L79216,L,298.09,308.15,24.94,35.0,1563,25.55,146,0,0,0,0,0
1895,L54993,L,298.82,308.66,25.67,35.51,1824,42.12,129,0,0,0,0,0
1896,M33551,M,302.49,313.25,29.34,40.1,1439,47.72,174,0,0,0,0,0
1897,M13306,M,299.9,309.37,26.75,36.22,1620,38.39,193,0,0,0,0,0
1898,L93748,L,300.75,310.46,27.6,37.31,1491,45.79,71,0,0,0,0,0
1899,L19495,L,299.77,310.44,26.62,37.29,1777,47.56,160,0,0,0,0,0
1900,M39694,M,297.63,307.6,24.48,34.45,1499,33.93,32,0,0,0,0,0
1901,L74210,L,301.87,313.78,28.72,40.63,1685,25.05,103,0,0,0,0,0
1902,L94100,L,301.01,311.7,27.86,38.55,1346,47.85,225,1,1,0,0,0
1903,M93145,M,304.61,315.24,31.46,42.09,1462,27.45,78,0,0,0,0,0
1904,L93250,L,297.97,307.92,24.82,34.77,1520,37.99,37,0,0,0,0,0
1905,M55422,M,301.65,312.52,28.5,39.37,1756,30.24,35,0,0,0,0,0
1906,L46423,L,297.38,307.05,24.23,33.9,1150,55.19,94,0,0,0,0,0
1907,H91169,H,300.31,310.6,27.16,37.45,1477,34.94,54,0,0,0,0,0
1908,L43143,L,301.95,311.04,28.8,37.89,1471,48.55,102,0,0,0,0,0
1909,L11656,L,295.86,306.9,22.71,33.75,1172,42.93,173,0,0,0,0,0
1910,L46199,L,299.59,309.88,26.44,36.73,1454,45.06,213,0,0,0,0,0
